Name,# First name,# Last name
אלטון,0,0
אלטורי,0,1
אלטיט,0,2
אלטלף,0,2
אלטמן,0,2
אלטר,0,0
אלטרמן,0,2
אלטרץ,0,1
אלטשולר,0,2
אלטשטטר,0,2
אליא,1,0
אליאור,1,0
אליאן,0,0
אליאנה,0,0
אליאסף,0,0
אליגולא,0,1
אליגולאשוילי,0,1
אליגון,0,3
אלידע,2,0
אליהוא,0,0
אליהוד,2,0
אליוב,0,2
אליוביץ,0,4
אליוט,2,0
אליונס,0,1
אליזאבט,1,0
אליזבט,4,0
אליזבטה,2,0
אליזבת,0,0
אליזה,2,0
אליחי,0,0
אליטיס,0,0
אליכין,0,0
אליכסנדרה,0,0
אלין,8,0
אלינב,0,4
אלינה,2,0
אלינוי,0,0
אלינור,22,0
אלינורה,0,0
אלינסון,0,1
אלינתן,0,0
אליס,0,0
אליסה,2,0
אליסון,0,1
אליסף,1,0
אליעד,10,0
אליעוז,0,0
אליעם,0,0
אליענה,2,0
אליפז,0,0
אליקו,0,0
אליקי,0,0
אלירון,0,0
אלירז,0,2
אלירן,9,0
אלישבע,2,0
אלישה,0,0
אלישוע,0,0
אלישי,4,0
אלישיב,0,2
אלישיה,0,0
אלישר,0,0
אלית,0,0
אלכ,0,0
אלכאוי,0,2
אלכין,0,0
אלכליל,0,1
אלכס,15,0
אלכסיי,1,0
אלכסנ,0,0
אלכסנדרה,9,0
אלכסנדרוני,0,1
אלכר,0,0
אלכרים,0,5
אללה,0,5
אללוף,0,5
אלמאדי,0,13
אלמג,0,0
אלמגור,0,10
אלמגרו,0,0
אלמדעמה,0,1
אלמו,0,0
אלמוגי,0,1
אלמוגית,1,0
אלמוהנד,0,1
אלמוזלינו,0,0
אלמוזנינו,0,0
אלמליח,0,1
אלמקייס,0,3
אלמקיס,0,0
אלן,8,0
אלנא,0,0
אלנאבלסי,0,1
אלנאשף,0,0
אלנבוגן,0,1
אלנבי,0,0
אלנג'יב,0,1
אלנה,3,0
אלנועם,0,0
אלנסאסרה,0,1
אלנקווה,0,0
אלנקרי,0,3
אלנתן,0,2
אלסאנע,0,7
אלסברג,0,2
אלסטר,0,2
אלסי,1,0
אלסייד,0,0
אלסנדרה,0,0
אלסנדרו,0,0
אלסת,0,0
אלעברה,0,2
אלעגו,0,2
אלעוברה,0,3
אלעוזי,0,0
אלעז,0,0
אלעזיז,0,0
אלעזרא,0,11
אלעטאונה,0,3
אלעל,0,1
אלעלי,0,1
אלעני,0,1
אלעתאיקה,0,1
אלפוכארי,0,1
אלפונטה,0,0
אלפונס,0,0
אלפונסו,0,0
אלפייה,0,1
אלפנדרי,0,3
אלפסי,0,10
אלפר,0,1
אלפרדו,3,0
אלפרו,0,0
אלפרון,0,0
אלפרידה,0,0
אלפרין,0,0
אלפרן,0,1
אלצאנע,0,6
אלק,1,0
אלקא,0,0
אלקאדר,0,1
אלקבץ,0,3
אלקה,0,0
אלקובי,0,1
אלקון,0,2
אלקוני,0,1
אלקוצר,0,3
אלקושי,0,1
אלקיים,0,12
אלקים,0,1
אלקין,0,1
אלקל,0,0
אלקלעי,0,12
אלקנה,13,0
אלקס,2,0
אלקסלסי,0,2
אלקריאף,0,1
אלקרינאוי,0,3
אלקרנאוי,0,1
אלרא,0,0
אלראי,0,1
אלרום,0,2
אלרועי,1,0
אלרזאק,0,2
אלרח,0,0
אלרחמאן,0,1
אלרחמן,0,1
אלרם,0,0
אלרמילי,0,1
אלרן,3,0
אלרשק,0,1
אלשאמי,0,0
אלתוסר,0,0
אלתר,0,6
אלתרמן,0,0
אם,0,2
אמאל,2,0
אמאני,5,0
אמאר,0,2
אמארה,0,3
אמג'ד,12,0
אמגד,1,0
אמגור,0,2
אמדאו,0,0
אמדו,0,0
אמדורסקי,0,0
אמדן,0,0
אמה,2,0
אמו,0,0
אמודאי,0,4
אמון,0,6
אמונה,0,1
אמוץ,1,0
אמוראי,0,1
אמורי,0,0
אמזל,0,2
אמזלג,0,1
אמי,1,0
אמיגה,0,0
אמיל,8,0
אמילי,5,0
אמיליה,2,0
אמיליו,0,0
אמינה,1,0
אמיראס,0,3
אמירה,4,0
אמית,0,0
אמלי,0,0
אמנו,0,1
אמנואלה,0,0
אמנחותפ,0,0
אמסטר,0,1
אמסטרדם,0,0
אמסל,0,1
אמסלם,0,10
אמציה,3,0
אמר,0,2
אמריגו,0,0
אמריח,0,1
אמריליו,0,0
אמרסון,0,0
אמתי,1,0
אן,0,0
אנ-מן-גאל-אנה,0,0
אנ-מן-דור-אנה,0,0
אנ-מן-לו-אנה,0,0
אנ-סיפד-זיג-אנה,0,0
אנ-סקי ,0,0
אנאן,0,0
אנאנד,0,0
אנבר,0,1
אנג,0,0
אנג'ל,0,4
אנג'לה,0,0
אנג'לו,3,0
אנג'לינה,0,0
אנג'ליקה,2,0
אנגל,0,5
אנגלברג,0,0
אנגלברט,0,0
אנגלה,0,0
אנגלהרד,0,0
אנגלמן,0,1
אנגלנדר,0,3
אנגלס,0,0
אנגלסמן,0,0
אנגלרד,0,3
אנדז'י,0,0
אנדי,3,0
אנדיבו,0,0
אנדל,0,1
אנדראה,1,0
אנדראוס,0,4
אנדראס,0,0
אנדרה,1,0
אנדרו,0,0
אנדרוז,0,0
אנדרופוב,0,0
אנדרי,1,0
אנדריאה,1,0
אנדריי,4,0
אנדריץ',0,0
אנדרלכט,0,0
אנדרמן,0,0
אנדרס,1,0
אנה,14,0
אנואר,16,0
אנוור,2,0
אנוך,0,2
אנונה,0,0
אנור,4,0
אנוש,1,0
אנושי,0,4
אנזל,0,1
אנטאן,0,0
אנטואן,3,0
אנטואנט,0,0
אנטוורג,0,1
אנטולי,0,0
אנטוליי,0,0
אנטון,2,0
אנטוני,0,0
אנטוניה,0,0
אנטוניו,0,0
אנטונין,0,0
אנטיגונוס,0,0
אנטלר,0,2
אנטמן,0,0
אנטר,0,2
אניו,0,0
אנייה,0,0
אנילביץ',0,0
אנינה,0,0
אניסטון,0,0
אניסמן,0,0
אניספלד,0,1
אניעם,0,0
אניצ'יץ',0,0
אנכסגורס,0,0
אנכסימנדרוס,0,0
אנכסימנס,0,0
אנני,0,0
אנסארי,0,2
אנסבכר,0,0
אנסטסיה,2,0
אנפה,0,0
אנצ'ל,0,1
אנצו,0,0
אנקור,0,1
אנקר,0,0
אנר,1,0
אנרי,0,0
אנריקה,0,0
אנריקו,0,0
אנתולי,0,0
אנתוני,0,0
אסאד,0,1
אסאמה,1,0
אסאפה,0,0
אסבג,0,1
אסבי,0,1
אסד,5,0
אסולי,0,1
אסולין,0,18
אסור,0,8
אסטבן,0,0
אסטון,0,0
אסטרייכר,0,2
אסי,12,0
אסידו,0,1
אסידון,0,4
אסיה,0,0
אסייג,0,1
אסיף,0,3
אסכנדר,0,0
אסל,0,7
אסלאם,1,0
אסלאן,0,2
אסלייח,0,2
אסלמן,0,4
אסלן,0,3
אסמעיל,2,0
אסמר,3,0
אסן,0,0
אסעאד,2,0
אסעיד,0,0
אספרנצה,0,0
אסקיאל,0,0
אסקין,0,0
אסקר,0,0
אסרף,0,11
אסתי,16,0
אסתרינה,0,0
אעויסאת,0,1
אעלימי,0,2
אעמל,0,1
אעמר,0,1
אפולוניוס,0,0
אפונסו,0,0
אפורי,0,2
אפותה,0,1
אפטימה,0,1
אפטקמן,0,1
אפטרגוט,0,1
אפי,5,0
אפיק,0,8
אפיקורוס,0,0
אפל,0,4
אפלבויים,0,0
אפלבוים,0,3
אפלבלט,0,1
אפלדורף,0,7
אפללו,0,1
אפלמן,0,4
אפלקר,0,2
אפלשטיין,0,1
אפנאן,3,0
אפעל,0,0
אפק,0,5
אפקה,0,0
אפרוני,0,1
אפריאט,0,4
אפריים,14,0
אפרימ,0,1
אפרן,0,0
אפרתה,0,0
אפרתי,0,10
אפשטיין,0,11
אצ'גרי,0,0
אצל,3,0
אצראף,0,0
אקה,0,0
אקו,0,0
אקוה,0,4
אקוניס,0,1
אקוקא,0,0
אקוקה,0,3
אקי,0,0
אקיהיטו,0,0
אקינו,0,0
אקירה,0,0
אקירוב,0,0
אקלר,0,2
אקסלרד,0,4
אקסלרוד,0,2
אקעיק,0,1
אקרם,1,0
אקרמן,0,9
אקשטיין,0,5
אר,0,0
אראלה,1,0
אראלי,0,1
ארביב,0,16
ארבלי,0,6
ארגוס,0,0
ארגז,0,3
ארגין,0,0
ארגמן,0,7
ארדון,2,0
ארדיטי,0,2
ארדינסט,0,1
ארדן,0,1
ארואסטי,0,0
ארוגטי,0,1
ארוד,0,0
ארוה,2,0
ארווין,0,0
ארויה,0,2
ארוין,1,0
ארונדהטי,0,0
ארונוביץ,0,3
ארוס,0,0
ארוש,0,3
ארזה,0,0
ארזואן,0,1
ארזי,0,2
ארט,0,0
ארטור,0,0
ארטורה,0,4
ארטורו,0,0
ארטן,0,3
אריאב,0,3
אריאלה,7,0
אריאלי,0,15
אריאנה,0,0
אריאתה,1,0
אריג,0,0
אריג',1,0
ארידור,0,0
אריין,0,0
אריך,0,0
אריסטו,0,0
אריסטיאס,0,0
אריעד,2,0
אריק,43,0
אריקה,0,0
אריתה,0,0
ארכימדס,0,0
ארל,0,0
ארלוזורוב,0,0
ארלוזרוב,0,0
ארמה,0,2
ארמוזה,0,1
ארמון,2,0
ארמין,0,0
ארמיסט,0,0
ארמל,0,0
ארמלי,0,1
ארמסטרונג,0,0
ארמרניק,0,1
ארנברג,0,1
ארנדט,0,0
ארנה,9,0
ארנולד,4,0
ארנונה,2,0
ארניה,0,2
ארנית,0,0
ארנן,2,0
ארנס,0,0
ארנסטו,0,0
ארנסטי,0,1
ארסן,0,0
ארפ,0,0
ארץ,0,1
ארצ'יבלד,0,0
ארקאדי,0,0
ארקדי,10,0
ארקייה,0,2
ארקין,0,7
ארקנזי,0,3
אררט,0,1
ארשיד,0,4
ארתור,3,0
אשבול,0,1
אשבל,0,3
אשד,0,2
אשהב,0,1
אשואל,0,1
אשוואל,0,3
אשול,0,1
אשור,0,7
אשורי,0,4
אשורנצירפל,0,0
אשחר,0,1
אשטון,0,1
אשיקאגה,0,0
אשכול,0,3
אשכולי,0,2
אשכנזי,0,33
אשכר,0,3
אשכרי,0,0
אשל,0,8
אשלג,0,1
אשלגי,0,2
אשלי,0,0
אשקר,0,10
אשראל,0,0
אשראלה,0,0
אשראף,1,0
אשרוב,0,2
אשריאל,0,0
אשרית,0,0
אשרת,9,0
אשש,0,1
אתי,23,0
אתר,1,0
"באב""ד",0,2
באבא,0,2
באבד,0,1
באדיר,0,0
באדלי,0,0
באדר,0,5
באואר,0,10
באום,0,5
באומגרט,0,0
באומגרטן,0,0
באוסישקין,0,0
באור,0,2
באטיניול,0,0
באטלר,0,0
באטרוורת,0,0
באיער,0,1
באירט,0,0
באלאס,0,0
באמעות,0,0
באמצעות,8,0
באן,0,1
באנפילד,0,0
באנץ',0,0
באס,0,1
באסם,6,0
באק,0,0
באקונין,0,0
באקלי,0,0
באר,0,4
באראק,0,0
בארברא,0,0
בארון,0,0
בארטוק,0,0
בארי,0,9
בארית,0,0
בארנס,0,0
באשי,0,2
באשיר,0,0
בבא,0,0
בבאי,0,0
בבגנוב,0,1
בביאן,0,3
בביץ,0,1
בבלי,0,0
בבניק,0,1
בגים,0,1
בגין,0,0
בגנו,0,0
בדאח,0,2
בדארנה,0,7
בדור,0,1
בדחי,0,1
בדיחי,0,1
בדיר,0,8
בדנר,0,0
בדעאן,0,1
בדרי,0,0
בדריאן,0,0
בדרנה,0,3
בהאא,2,0
בהוטו,0,0
בהותי,0,1
בהט,0,1
בהירה,0,0
בהרב,0,1
בהרט,0,0
בהרי,0,1
בו,0,0
בואקני,0,1
בוארון,0,1
בוב,0,0
בובואר,0,0
בובי,0,0
בובלי,0,1
בובליל,0,7
בובר,0,1
בוברוב,0,1
בוגוליובוב,0,0
בוגט,0,1
בוגי,0,0
בוגן,0,1
בוגר,0,0
בוגרשוב,0,0
בודה,0,20
בודיק,0,1
בודלר,0,0
בודנהיימר,0,0
בודנשטין,0,0
בוהארון,0,2
בוואקנה,0,1
בוויראת,0,0
בווני,0,1
בוורלי,0,0
בוזגלו,0,3
בוזר,0,0
בוחבוט,0,1
בוחר,0,1
בוטבול,0,1
בוטון,0,8
בוטוש,0,0
בוטח,0,1
בוטל,0,0
בוטנ,0,1
בוטניק,0,2
בוטנסקי,0,0
בוטרשוילי,0,1
בויאן,0,0
בויאר,0,3
בויד,0,0
בויל,0,0
בוים,0,1
בויראת,0,2
בוירסקי,0,1
בוכובזה,0,3
בוכמן,0,3
בוכניק,0,7
בוכשרייבר,0,1
בולגנים,0,1
בולגקוב,0,0
בולדו,0,2
בולדווין,0,0
בולטנסקי,0,2
בולנט,0,0
בולצמן,0,0
בולקינד,0,1
בומבך,0,3
בומגרטן,0,1
בונד,0,0
בונדה,0,0
בונה,0,1
בונום,0,1
בוני,0,0
בונין,0,0
בונפיל,0,1
בונשטיין,0,2
בוסי,0,3
בוסיבא,0,0
בוסני,0,2
בוסתן,0,1
בוסתנאי,0,7
בוצר,0,1
בוקאעי,0,2
בוקה,0,0
בוקובזה,0,6
בוקי,0,0
בוקסר,0,1
בוקעי,0,1
בוקר,0,11
בוקריס,0,1
בורבאקי,0,0
בורבין,0,1
בורג,0,1
בורג'ה,0,0
בורגונדי,0,0
בורוביץ',0,0
בורובסקי,0,2
בורוכוב,0,4
בורוכוביץ',0,1
בורחה,0,0
בורחס,0,0
בורטון,0,0
בוריס,10,0
בורל,0,0
בורלא,0,1
בורלי,0,0
בורנובסקי,0,1
בורנשטיין,0,4
בורנשטין,0,0
בורסי,0,2
בורק,0,3
בורשטי,0,7
בורשטיין,0,7
בורשטין,0,10
בוש,0,0
בושוויץ,0,0
בושרה,0,0
בותינה,1,0
בותר,0,1
בז'רנו,0,2
בזה,0,1
בזזי,0,1
בזמן,0,0
בזק,0,2
בחבוט,0,0
בחוס,0,5
בחית,0,2
בחרי,0,2
בט,0,0
בטאח,1,0
בטאט,0,7
בטאש,0,1
בטהובן,0,0
בטוטה,0,0
בטוקי,0,0
בטט,0,1
בטי,7,0
בטינה,0,0
בטיסט,0,0
בטלהיים,0,0
בטלר,0,0
בטסיקס,0,1
בטש,0,3
בטשא,0,1
בטשון,0,0
בי,0,0
ביאדסה,0,3
ביאדסי,0,6
ביאור,0,0
ביאזי,0,1
ביאטוס,0,1
ביאטצקי,0,0
ביאטריקס,0,0
ביאליסטוק,0,0
ביאליק,0,0
ביאלר,0,1
ביב,0,0
ביבאר,0,1
ביבי,0,3
ביבר,0,1
ביגז,0,0
ביגס,0,0
ביגר,0,1
בידאני,0,0
בידרמן,0,0
ביונסה,0,0
ביוקנן,0,0
ביורק,0,1
ביטאר,0,2
ביטון,0,41
ביטר,0,1
ביטרמן,0,2
ביטרן,0,0
ביי,0,0
בייב,0,0
בייברס,0,0
בייגה,0,0
ביידוסי,0,4
ביידן,0,0
ביידרמן,0,2
בייזר,0,3
בייט,0,0
בייטל,0,1
בייטנר,0,1
בייטס,0,0
ביילין,0,1
בייליס,0,0
ביין,0,2
בייניש,0,0
ביינרט,0,2
בייפוס,0,2
בייץ,0,4
בייצר,0,1
ביל,0,0
בילאל,4,0
בילבו,0,0
בילבי,0,0
בילבסקי,0,3
בילט,0,2
בילי,0,0
ביליה,0,0
בימבליך,0,0
בינגו,0,0
בינה,0,0
בינו,0,2
ביניש,0,3
בינלאומ,0,1
בינלאומי,0,5
בינמין,1,0
ביננבאום,0,6
בינשטוק,0,0
ביסאן,0,2
ביסטריצקי,0,2
ביסמוט,0,2
ביסמרק,0,0
ביץ',0,0
ביק,0,0
ביקי,0,1
ביקל,0,0
ביר,0,1
בירב,0,0
בירגיט,0,0
בירגר,0,0
בירו,0,1
בירון,0,0
בירותי,0,4
בירמן,0,3
בירן,0,10
בירנבאום,0,0
בירנבוים,0,2
בירנית,0,0
בישיץ,0,4
בישר,1,0
בית,0,0
ביתן,0,5
בך,0,2
בכור,0,8
בכורה,0,0
בכריה,0,1
בכרייה,0,3
בל,0,0
בלאיש,0,1
בלאן,0,1
בלאס,0,1
בלאק,0,0
בלאקמן,0,0
בלבן,0,1
בלגה,0,1
בלדב,0,1
בלדד,0,0
בלדווין,0,0
בלה,7,0
בלהה,0,0
בלהוס,0,1
בלו,0,7
בלובשטיין,0,0
בלודז,0,1
בלוזר,0,1
בלוי,0,1
בלוך,0,5
בלום,0,19
בלומוביץ,0,1
בלומנטל,0,2
בלומנפלד,0,14
בלומשטיין,0,0
בלופרב,0,1
בלוק,0,1
בלושטיין,0,3
בלזם,0,1
בלזק,0,0
בלזר,0,3
בלחסן,0,6
בלחרסקי,0,0
בלט,0,1
בלטמן,0,1
בלטנר,0,2
בלטר,0,11
בליאר,0,1
בליזובסקי,0,2
בליטנטל,0,1
בלייברג,0,5
בלייח,0,2
בלייך,0,1
בלייכר,0,1
בלייס,0,0
בלייק,0,0
בלייר,0,2
בלילי,0,0
בלילשי,0,1
בלין,0,1
בלינדר,0,0
בליצר,0,3
בלכר,0,3
בללי,0,0
בלמס,0,3
בלנגה,0,5
בלנגס,0,1
בלנק,0,4
בלנקה,0,0
בלס,0,2
בלסם,1,0
בלסן,0,2
בלע,1,0
בלעום,0,1
בלעיש,0,0
בלפור,6,0
בלק,0,2
בלקין,0,7
בלקינד,0,3
בלש,0,2
בם,0,2
במברגר,0,2
בנאבנטה,0,0
בנאדו,0,0
בנאי,0,5
בנאמו,0,1
בנג'י,0,1
בנג'מין,0,0
בנגמין,0,0
בנד,0,1
בנדוב,0,0
בנדורה,0,0
בנדורי,0,0
בנדיק,0,1
בנדיקט,0,0
בנדיקטוס,0,0
בנדל,0,1
בנדס,0,0
בנדק,0,0
בנדר,0,3
בנואה,0,0
בנטל,0,1
בניאן,0,3
בניה,0,0
בניהו,1,0
בניון,0,1
בניטה,0,11
בניטו,0,0
בניל,0,1
בנימינה,3,0
בנימיני,0,4
בנין,0,1
בנינו,0,0
בנינין,0,0
בניסטי,0,2
בניסיו,0,0
בנישו,0,3
בנישתי,0,2
בנית,0,2
בנלולו,0,0
בנמלך,0,1
בננו,0,2
בננסון,0,3
בנצור,0,2
בנצי,0,0
בנק,0,1
בנקי,0,3
בנקל,0,2
בנקמון,0,1
בנקס,0,0
בנר,0,2
בנרי,0,2
בנש,0,0
בנתאי,0,28
בס,0,4
בסאם,9,0
בסה,0,4
בסול,0,5
בסון,0,2
בסוק,0,0
בסט,0,9
בסטוני,0,1
בסטיאן,0,0
בסידן,0,3
בסיוני,0,0
בסיט,0,1
בסיל,0,1
בסים,1,0
בסיס,0,3
בסכס,0,2
בסל,0,2
בסלי,0,3
בסנטה,0,0
בסקביץ,0,0
בסרגליק,0,1
"בע""מ",0,27
בעז,31,0
בציר,0,0
בצלאלי,0,1
בצר,0,7
בק,0,3
בקאל,0,1
בקבני,0,6
בקנשטיין,0,0
בקסנסקי,0,1
בקר,0,10
בקרי,1,0
בקרמן,0,4
בקשט_ליפשיץ,0,2
בקשי,0,2
בראג,0,0
בראד,0,0
בראדלי,0,0
בראון,0,19
בראונשטיין,0,3
בראז,0,2
בראיה,0,1
בראייב,0,0
בראל,0,10
בראנדט,0,0
בראנס,0,0
בראנסה,0,1
בראנסי,0,2
בראף,0,0
בראש,0,2
בראשי,0,1
ברבארי,1,0
ברבי,0,6
ברברה,0,0
ברבש,0,0
ברג,0,7
ברגותי,0,1
ברגיל,0,5
ברגינר,0,1
ברגמן,0,7
ברגנר,0,0
ברגר,0,13
ברגרזון,0,3
ברגרפרוינד,0,0
ברד,0,3
ברדוגו,0,2
ברדוש,0,1
ברדיס,0,0
ברדסלבסקיה,0,1
ברהה,0,0
ברהום,0,3
ברו,0,0
ברודי,0,1
ברודיצקי,0,1
ברודני,0,1
ברודסקי,0,0
ברודשנדל,0,1
ברוורמן,0,1
ברוזה,0,2
ברוט,0,1
ברוטפלד,0,3
ברויאר,0,0
ברוידה,0,3
ברוידס,0,1
ברויי,0,0
ברוינר,0,1
ברוכי,0,1
ברוכים,0,2
ברוכין,0,1
ברון,0,4
ברוניסלב,0,0
ברונר,0,1
ברונשטיין,0,2
ברוס,0,0
ברוק,0,2
ברוקמן,0,2
ברוריה,4,0
ברוש,0,11
ברזאני,0,0
ברזילי,0,11
ברזל,0,3
ברזלאי,0,1
ברזלי,0,4
ברזם,0,1
ברזני,0,1
"ברח""ד",0,2
ברט,0,1
ברטוב,0,2
ברטולד,0,0
ברטולט,0,0
ברטי,0,0
ברטין,0,1
ברטל,0,1
ברטלר,0,2
ברטנובסקי,0,1
ברטנטל,0,3
בריאן,0,0
בריאנט,0,0
בריג'יט,2,0
בריז'יט,0,0
בריח,0,1
בריטני,0,0
בריטניקוס,0,0
ברייה,0,1
ברייט,0,0
ברייטמן,0,0
ברייל,0,0
בריילובסקי,0,0
ברייער,0,1
ברילינשטיין,0,1
ברילנט,0,3
ברימט,0,2
ברימר,0,2
ברין,0,1
ברינג,0,0
ברינגר,0,1
ברינה,0,1
ברינט,0,3
בריסקר,0,0
בריצמן,0,1
בריק,0,16
ברכאל,0,0
ברכאן,0,1
ברכאת,0,1
ברכט,0,0
ברכיה,0,3
ברל,0,0
ברלב,0,1
ברליין,0,1
ברלין,0,1
ברלינר,0,3
ברלל,0,1
ברם,0,7
ברמי,0,1
ברמלי,0,1
ברמן,0,12
ברמץ,0,2
ברנאדט,0,0
ברנאי,0,1
ברנאר,0,0
ברנד,0,11
ברנדוט,0,0
ברנדויין,0,0
ברנדון,0,0
ברנדט,0,1
ברנדן,0,0
ברנדס,0,5
ברנהולץ,0,1
ברנזון,0,3
ברנט,0,16
ברנטוין,0,2
ברנטנו,0,0
ברננקה,0,1
ברנס,0,3
ברנע,0,5
ברנקו,0,0
ברנר,0,7
ברנרד,1,0
ברנרדו,0,0
ברנרס,0,0
ברנשטיין,0,6
ברס,0,1
ברסלאור,0,0
ברסלב,0,1
ברסלר,0,1
ברעד,0,1
ברעם,0,3
ברפי,0,1
ברץ,0,3
ברקאי,0,7
ברקאת,0,2
ברקוביץ,0,40
ברקוביץ',0,2
ברקל,0,1
ברקלי,0,0
ברקמן,0,8
ברקן,0,3
ברקנפלד,0,2
ברקסמאיר,0,1
ברקת,0,3
ברש,0,0
ברשטיין,0,1
ברששת,0,7
בש,0,0
בשאיר,1,0
בשאר,3,0
בשאראת,0,1
בשורי,0,1
בשמת,6,0
בשן,0,3
בשקין,0,1
בשרי,0,1
בת,19,0
בתי,0,0
בתיה,10,0
בתרון,0,1
ג'אד,3,0
ג'אודאת,1,0
ג'אודת,0,1
ג'אורג',1,0
ג'אמל,3,0
ג'אמע,0,1
ג'אנג,0,0
ג'אנה,1,0
ג'אנז,0,0
ג'אנח,0,1
ג'אנט,0,0
ג'אני,0,0
ג'אנלואיג'י,0,0
ג'אנם,0,4
ג'אסר,0,0
ג'אצ'ינטו,0,0
ג'אקומו,0,0
ג'ארד,0,0
ג'באלי,0,4
ג'בארה,0,8
ג'בארין,0,13
ג'בור,1,0
ג'בל,0,2
ג'בלי,0,2
ג'בר,1,0
ג'ברין,0,3
ג'דעון,0,0
ג'האד,1,0
ג'הג'אה,0,1
ג'השאן,0,7
ג'ו,0,0
ג'ואל,0,0
ג'ואן,0,0
ג'ואנה,0,0
ג'ובאני,0,0
ג'ובני,0,0
ג'וד,0,0
ג'ודי,0,0
ג'והיינה,1,0
ג'והרי,0,3
ג'ווהרלל,0,0
ג'ווילי,0,0
ג'וזף,6,0
ג'וזפה,0,0
ג'וחר,0,0
ג'וי,1,0
ג'ויס,0,0
ג'ול,0,0
ג'ולי,1,0
ג'וליאן,2,0
ג'וליה,0,0
ג'וליוס,0,0
ג'ומאייל,0,0
ג'ומו,0,0
ג'ומעה,0,1
ג'ון,3,0
ג'ונאס,0,0
ג'ונבנט,0,0
ג'ונג,0,0
ג'וני,4,0
ג'וניור,0,0
ג'וניצ'ירו,0,0
ג'ונס,0,0
ג'ונסון,0,0
ג'ונסטון,0,0
ג'ונתן,1,0
ג'וסיאון,0,0
ג'ועבי,0,1
ג'ורג'ה,0,0
ג'ורג'ו,0,0
ג'ורג'י,0,1
ג'ורדן,1,0
ג'ורדנו,0,0
ג'ורנו,0,1
ג'זמאוי,0,1
ג'יאנג,0,0
ג'יאת,3,0
ג'יבלי,0,0
ג'יבריל,0,0
ג'יג'י,0,0
ג'יג'יני,0,2
ג'יהאד,4,0
ג'יהאן,2,0
ג'יוסי,0,2
ג'יי,0,0
ג'ייד,0,0
ג'יימי,0,0
ג'יימס,0,0
ג'יין,0,0
ג'ייסון,0,0
ג'ייקוב,0,0
ג'ילברט,0,0
ג'ים,0,0
ג'ימי,0,0
ג'ין,0,0
ג'ינה,0,0
ג'ינו,0,4
ג'יני,0,0
ג'ית,0,1
ג'לאל,6,0
ג'מה,0,0
ג'מי,0,0
ג'מיל,10,0
ג'מילה,0,0
ג'מל,0,1
ג'מצ'י,0,0
ג'משיק,0,1
ג'נאים,7,0
ג'נארו,0,0
ג'ני,1,0
ג'ניפר,0,0
ג'נסון,0,0
ג'סאן,7,0
ג'סאר,0,2
ג'סטין,0,0
ג'סי,0,0
ג'סיקה,0,0
ג'פרי,2,0
ג'ק,1,0
ג'קי,4,0
ג'קיל,0,0
ג'קלין,1,0
ג'קסון,0,0
ג'ראח,0,1
ג'ראיסי,0,3
ג'ראלד,0,0
ג'רארד,0,0
ג'רבאן,0,1
ג'רבי,0,5
ג'רג'ורה,0,2
ג'רד,0,0
ג'רום,0,0
ג'רוס,0,2
ג'רופי,0,1
ג'רי,0,0
ג'רלד,0,0
ג'רלדין,0,0
ג'רמי,3,0
ג'רסי,0,1
גאבור,0,0
גאגין,0,1
גאדה,2,0
גאדי,0,0
גאואל,0,0
גאוהר,1,0
גאולה,4,0
גאון,0,4
גאוס,0,0
גאורגי,0,0
גאורגיוס,0,0
גאטומה,0,1
גאי,1,0
גאידמק,0,0
גאל,0,0
גאלי,3,0
גאמע,0,3
גאנדי,0,0
גאנוניאן,0,1
גאנט,1,0
גאנים,0,1
גאס,0,0
גאסן,1,0
גאר,0,0
גארדאן,0,0
גארט,0,0
גארי,0,0
גארנר,0,0
גארת',0,0
גאשו,1,0
גב,0,2
גבאבו,0,0
גבאי,0,27
גבאלי,0,6
גבארה,0,13
גבארין,0,15
גבור,0,5
גבזה,0,1
גבי,21,0
גביזון,0,5
גביר,0,1
גבירצמן,0,1
גביש,0,9
גבל,0,2
גבלר,0,0
גבסי,0,3
גבעול,0,0
גבעולי,0,1
גבעון,0,8
גבעתי,0,8
גבר,0,9
גברי,0,1
גבריאלה,16,0
גבריאלוב,0,0
גבריאלי,0,15
גברין,0,1
גבת,0,0
גדבאן,0,5
גדול,0,0
גדות,0,9
גדיאל,1,0
גדיה,0,0
גדימינאס,0,0
גדיר,0,1
גדיש,0,8
גדליהו,2,0
גדניר,0,2
גדנסקי,0,1
גדס,0,0
גדע,0,0
גדעונה,0,0
גדעוני,0,1
גדקר,0,0
גדרון,0,9
גהוורי,0,1
גו'רגי',0,1
גואד,5,0
גואטה,0,9
גואל,0,2
גוב,0,1
גובאני,0,0
גובר,0,1
גובראן,0,6
גוברין,0,1
גוג,0,0
גוגיג,0,1
גוגיק,0,0
גודארד,0,1
גודונוב,0,0
גודייבה,0,0
גודלניק,0,0
גודס,0,1
גודפרי,0,0
גודרד,0,0
גודריאן,0,0
גודש,0,0
גווינת',0,0
גוז'נסקי,0,0
גוזי,0,1
גוזל,0,0
גוזלן,0,3
גוזנסקי,0,1
גוט,0,4
גוטגולד,0,0
גוטגליק,0,1
גוטהלף,0,0
גוטליב,0,10
גוטמן,0,18
גוטסמן,0,3
גוטפלד,0,0
גוטפריד,0,3
גוטקין,0,1
גוטר,0,1
גוטרבוים,0,1
גוטרמן,0,8
גוטשל,0,1
