Name,# First name,# Last name
וסרברגר,0,0
וסרטיל,0,1
וסרמן,0,5
וסרצוג,0,6
וסרקרוג,0,0
ועומרי,0,0
ועמילות,0,1
וענונו,0,0
וענת,0,0
ועקנין,0,1
ופאא,0,0
ופיק,1,0
וקנין,0,17
וקס,0,1
וקסלבאום,0,1
וקסלמן,0,9
וקסלר,0,6
וקסמן,0,5
ור,0,0
ורבורג,0,0
ורבין,0,0
ורבנר,0,2
ורגאס,0,0
ורגון,0,2
ורגיליוס,0,0
ורדה,9,0
ורדון,0,4
ורדי,0,7
ורדיאלה,0,0
ורדיגר,0,0
ורדינה,0,0
ורדית,4,0
ורה,2,0
ורהפטיג,0,0
ורובל,0,3
ורון,0,4
ורוניקה,2,0
ורוס,0,0
ורוקיו,0,0
ורור,0,2
ורזגר,0,1
ורטהיים,0,3
ורטהיימר,0,1
ורטהימר,0,1
ורטניק,0,0
ורכובסקי,0,1
ורמירן,0,2
ורמן,0,0
ורסנו,0,4
ורצברגר,0,2
ורקליס,0,1
ורקר,0,1
ורשביאק,0,1
ורשבסקי,0,2
ורשה,0,7
ורשואר,0,0
ושאחי,0,1
ושדי,0,0
ושילוח,0,3
ושירה,0,0
ותארי,0,3
ותד,0,14
ותעבורה,0,0
ז,0,0
ז'אנו,0,0
ז'אק,0,0
ז'בוטינסקי,0,1
ז'ואאו,0,0
ז'ואו,0,0
ז'ואן,0,0
ז'וזה,0,0
ז'וזפ,0,0
ז'וזפין,0,0
ז'ול,0,0
ז'וליאנו,0,0
ז'ולייט,0,0
ז'ון,0,0
ז'ונאס,0,0
ז'וסה,0,0
ז'וסטין,0,0
ז'וקוב,0,0
ז'ורז'ה,0,0
ז'ורנו,0,1
ז'ורס,0,0
ז'טוליו,0,0
ז'יטניצקי,0,0
ז'ילברטו,0,0
ז'ירו,0,0
ז'ן,0,0
ז'נה,0,0
ז'ניה,0,0
ז'ק,0,0
ז'קלין,0,0
ז'ראר,0,0
ז'רמן,0,0
זאבי,0,6
זאגא,0,1
זאדה,0,0
זאהי,4,0
זאואר,0,2
זאן,0,6
זאק,0,0
זבבו,0,0
זבדיאל,0,0
זבולוני,0,2
זבידאד,0,1
זבידאת,0,4
זבידה,0,1
זבידי,0,2
זגדון,0,1
זגורי,0,3
זגייר,0,1
זגר,0,1
זד,0,2
זדה,0,3
זדנק,0,0
זהב,0,1
זהבה,10,0
זהבית,3,0
זהירה,0,0
זהרה,2,0
זהרירה,0,0
זואי,0,0
זובלסקי,0,0
זוהדי,1,0
זוהייר,4,0
זוהרה,1,0
זוהרי,0,1
זווילי,0,0
זוזובסקי,0,1
זוזוליה,0,1
זוילי,0,1
זוין,0,1
זוכוביצקי,0,1
זוכמן,0,4
זולא,0,0
זולדן,0,1
זולטי,0,1
זולפיקר,0,0
זולץ,0,1
זומר,0,4
זוננברג,0,0
זוננפלד,0,0
זוסמן,0,2
זועבי,0,35
זוראן,0,0
זורניצר,0,2
זורע,0,3
זחאלקה,0,15
זטלר,0,0
זטרמן,0,2
זי,0,1
זיאד,29,0
זיאדנה,0,1
זיברי,0,0
זיברסקי,0,1
זיגברט,0,0
זיגדון,0,2
זיגי,0,0
זיגמן,0,2
זיגפריד,0,0
זיגר,0,2
זידאני,0,1
זיוה,6,0
זיווה,0,0
זיווית,0,0
זיוונית,0,0
זייבק,0,1
זיידאן,0,1
זיידל,0,1
זיידמן,0,8
זיידן,0,3
זיידנברג,0,2
זיידרונאס,0,0
זייטמן,0,1
זילבר,0,12
זילברבוים,0,3
זילברבוך,0,1
זילברברג,0,8
זילברג,0,3
זילברט,0,2
זילברטל,0,0
זילברמן,0,16
זילברפלד,0,1
זילברשט,0,1
זילברשטיין,0,4
זילברשלג,0,1
זילוני,0,0
זילכה,0,4
זילר,0,11
זימאן,0,0
זימבר,0,1
זימברדו,0,0
זימל,0,0
זימן,0,1
זימרי,0,0
זימרית,0,0
זינאל,0,1
זינגל,0,6
זינגר,0,10
זינדין,0,0
זינו,0,0
זיני,0,3
זינצקי,0,0
זינר,0,1
זיסו,0,2
זיסמן,0,8
זיסקאר,0,0
זיסקוביץ,0,0
זיסר,0,3
זיק,0,0
זיקו,0,0
זיקרי,0,0
זיתאוי,0,1
זיתון,0,1
זיתונה,0,1
זיתוני,0,0
זך,0,3
זכאכ,0,1
זכארי,0,0
זכות,0,1
זכי,4,0
זכרוביץ,0,1
זכרוני,0,1
זכרופולו,0,0
זלאטן,0,0
זלאם,0,2
זלבסקי,0,1
זלדה,0,0
זלדנר,0,0
זלהיית,0,1
זלוטיקמן,0,0
זלוצ'ובר,0,0
זלי,0,0
זליג,0,0
זליגמן,0,3
זליגסון,0,0
זליכה,0,0
זליכוב,0,17
זלינגר,0,2
זליקוביץ,0,1
זליקוביץ',0,0
זלישנסקי,0,1
זלמאי,0,0
זלמה,0,0
זלמן,0,0
זלנפרוינד,0,1
זלסקי,0,1
זלף,0,1
זלץ,0,1
זלצברג,0,1
זלצמן,0,6
זלצר,0,3
זלקוביץ',0,0
זלר,0,2
זמברג,0,1
זמי,1,0
זמירה,1,0
זמירו,0,3
זמל,0,1
זמלר,0,1
זמנהוף,0,0
זמני,0,0
זמר,0,5
זמרה,0,1
זנאטי,0,2
זנגוויל,0,0
זנגריה,0,1
זנד,0,0
זנדבנק,0,2
זנדברג,0,0
זנדר,0,4
זנה,0,1
זנו,0,3
זנון,0,0
זנזורי,0,1
זנטי,0,1
זניאל,0,0
זסלנסקי,0,1
זעאתרה,0,1
זעטוט,0,1
זערור,3,0
זערורה,0,4
זף,0,3
זפט,0,4
זפיר,0,1
זפרן,0,1
זפרני,0,2
זץ,0,3
זק,1,0
"זק""ש",0,0
זקבך,0,2
זקוביץ,0,0
זקלר,0,1
זקן,0,7
זקנון,0,2
זקס,0,8
זר,0,4
זרגרי,0,1
זרובבל,0,0
זרזבסקי,0,1
זרח,1,0
זרחיה,0,1
זריבי,0,0
זריהן,0,4
זרייק,0,5
זרייקי,0,1
זרימאני,0,1
זריפי,0,1
זרם,0,1
זרמתי,0,2
זרנקין,0,1
זרסטרו,0,0
זרסקי,0,1
זרעיני,0,3
זרעית,0,0
זרתוסטרה,0,0
ח,0,7
ח'.,1,0
ח'אדרה,0,2
ח'אולה,1,0
ח'אזן,0,1
ח'אלד,10,0
ח'דירי,0,1
ח'ואלד,0,2
ח'ורי,0,11
ח'יאם,1,0
ח'יראללה,0,1
ח'לאילי,0,3
ח'לול,0,2
ח'ליליה,0,4
ח'ליפה,0,0
ח'מיס,0,2
ח'רבוש,0,1
חאבייר,0,0
חאג,0,2
חאג',0,11
חאגבי,0,0
חאגיחיא,0,1
חאדי,0,0
חאזן,0,3
חאטום,0,5
חאטם,2,0
חאיק,0,5
חאלדי,0,1
חאליפה,0,0
חאמיד,0,0
חאסן,2,0
חאסקיה,0,2
חאפז,2,0
חארקוב,0,0
חבה,0,6
חבוש,0,1
חביבאללה,0,4
חביבה,6,0
חביה,0,3
חבייר,0,0
חביליו,0,52
חביש,0,2
חבצלת,0,2
חבקוק,0,0
חבקין,0,1
חבר,0,5
חברה,0,1
חברוני,0,5
חברמן,0,1
חבש,0,2
חבשי,0,1
חג,0,2
חג',0,0
חג'אג'רה,0,0
חג'בי,0,5
חג'וג',0,4
חג'לה,0,2
חגאג,0,1
חגאזי,0,5
חגאזי_בן,0,0
חגבי,0,4
חגג,0,5
חגג',0,2
חגואל,0,2
חגול,0,1
חגית,45,0
חדד,0,21
חדוה,9,0
חדווה,3,0
חדוות,1,0
חדי,0,4
חדיג'ה,0,6
חדיגה,1,0
חדיד,0,2
חדידה,0,0
חדינטוב,0,0
חדר,2,0
חדרא,0,2
חדש,0,1
חואלד,0,2
חואן,0,0
חואקין,0,0
חוברה,0,3
חוברס,0,7
חוג'ה,0,1
חוגי,0,2
חוגיראת,0,1
חוגלה,0,0
חודוס,0,2
חודורוב,0,3
חודק,0,1
חודרה,0,1
חוה,11,0
חווה,0,0
חוויאר,0,0
חווצקי,0,1
חוזה,0,0
חוחית,0,0
חוטבא,0,4
חוטר,0,0
חוכימה,0,0
חולדאי,0,0
חולוד,1,0
חולודנקו,0,2
חוליאנו,0,1
חוליו,0,0
חולתא,0,0
חומד,0,2
חומייני,0,0
חונגר,0,3
חוני,0,0
חונן,0,0
חוסה,0,0
חוסייני,0,0
חוסייסי,1,0
חוסני,5,0
חוסרי,0,1
חוף,0,0
חופי,0,1
חופית,0,0
חופני,6,0
חור,0,1
חוראני,0,2
חורב,0,1
חורון,0,0
חורחה,0,0
חורייה,0,2
חורין,0,2
חורף,0,2
חורש,0,6
חזאל,0,0
חזאם,2,0
חזאן,0,9
חזה,0,0
חזוט,0,2
חזון,0,0
חזות,0,5
חזי,15,0
חזמה,0,1
חזן,0,18
חזני,0,2
חזק,0,0
חזקוני,0,0
חזקיה,1,0
חזרתי,0,0
חטב,0,1
חטין,0,1
חטיני,0,1
חטר,0,0
חיאט,0,1
חיג'אזי,0,1
חידקל,0,0
חידר,1,0
חיה,49,0
חיו,2,0
חיון,0,12
חיותה,0,0
חיט,0,0
חיטין,0,1
חיטמן,0,0
חיי,0,0
חייא,1,0
חייבי,0,1
חיידר,0,2
חייה,0,1
חייט,0,8
חיימוב,0,5
חיימוביץ,0,7
חיימוביץ',0,1
חיימזון,0,0
חיימי,0,1
חיימסון,0,5
חייק,0,1
חייקין,0,4
חייקיס,0,1
חיכאם,0,1
חיל,0,1
חילו,0,2
חיליפה,0,1
חיליק,0,0
חילמי,1,0
חילקיהו,0,0
חימאיסי,0,0
חימי,0,2
חימנס,0,0
חינאוי,0,2
חיננית,0,0
חיסין,0,0
חיפה,0,0
חירותה,0,0
חירם,0,0
חכימי,0,4
חכם,0,7
חכמוב,0,0
חכמון,0,13
חכמי,0,3
חכמת,1,0
חלאילה_סעיד,0,4
חלאסקו,0,0
חלו,0,3
חלואני,0,1
חלומי,0,1
חלוץ,0,0
חלי,5,0
חליו,0,2
חליוא,0,2
חליוה,0,2
חליחל,0,13
חלייחל,0,5
חלילה,0,1
חלילי,0,1
חליליה,0,2
חלמיש,0,4
חלף,0,2
חלפון,0,6
חלפין,0,2
חלקיה,0,0
חמא,0,0
חמאד,0,4
חמאדה,0,0
חמאדי,0,2
חמאוי,0,1
חמאיסי,0,5
חמד,0,10
חמדאללה,2,0
חמדה,2,0
חמדי,0,0
חמדני,0,1
חמו,0,28
חמוטל,0,0
חמוי,0,2
חמורבי,0,0
חמז,0,0
חמי,1,0
חמיאס,0,1
חמיד,1,0
חמיס,0,1
חממי,0,3
חמרה,0,2
חנאי,0,1
חנג'אר,0,2
חנגל,0,1
חנדרוס,0,1
חנה,38,0
חנוכה,0,1
חני,9,0
חניאל,0,0
חניבעל,0,0
חנייא,0,1
חנימוב,0,1
חנינא,1,0
חנינה,0,0
חנינוביץ,0,1
חניפס,0,1
חנית,4,0
חניתה,1,0
חנם,0,2
חננאל,0,1
חנני,0,8
חנניה,14,0
חנצינסקי,0,0
חנקין,0,0
חנקס,0,4
חסאם,1,0
חסארמה,0,1
חסדאי,0,2
חסונה,0,2
חסוס,0,0
חסטר,0,1
חסיד,0,2
חסידה,0,0
חסידוב,0,3
חסידים,0,2
חסיה,0,0
חסיין,1,0
חסין,0,9
חסינה,0,0
חסנאל,0,0
חסנין,0,4
חסקי,0,3
חסקל,0,1
חסרמי,0,1
"חפ""ר",0,0
חפוטה,0,0
חפץ,0,5
חפציבה,0,0
חפר,0,2
חצור,0,2
חצרון,0,0
חצרוני,0,1
חקון,0,0
חקימוביץ',0,1
חקלאי,0,2
חקמון,0,1
חקק,0,0
חרבאווי,0,1
חרבג'י,0,1
חרבגיי,2,0
חרבי,0,1
חרדאן,0,1
חרובי,0,1
חרומיך,0,1
חרותי,0,3
חרזי,0,1
חרחס,0,2
חריט,0,1
חריסטו,0,0
חריף,0,4
חריפאי,0,0
חריר,0,1
חריש,0,5
חרלמפ,0,1
חרלף,0,3
חרמון,0,4
חרמוני,0,1
חרמש,0,0
חרס,0,1
חרסט,0,1
חרפה,0,1
חשביה,0,0
חשים,0,2
חשין,0,3
חשמונאי,0,0
חת,0,0
חתו,0,1
חתחות,0,1
חתם,0,0
חתן,0,2
חתניאן,0,2
טאבארה,0,0
טאגור,0,0
טאהא,0,11
טאהר,2,0
טאוב,0,0
טאובין,0,1
טאובמן,0,3
טאובר,0,1
טאון,0,0
טאוסי,0,1
טאטור,0,0
טאם,0,0
טאמי,0,0
טאנג,0,0
טאני,0,0
טארו,0,0
טארסוב,0,0
טארפלי,0,0
טארק,21,0
טבאג'א,0,1
טבאגא,0,1
טבה,0,1
טבח,0,1
טביב,0,9
טבנקין,0,2
טבעון,0,0
טבצ'ניק,0,2
טבק,0,1
טבקוב,0,1
טבקמן,0,1
טבריה,0,2
טברסקי,0,1
טבת,0,3
טד,0,0
טדגי,0,1
טדי,2,0
טדרי,0,1
טה,0,0
טהה,0,0
טהורה,0,0
טהורי,0,1
טהיטי,0,0
טואף,0,1
טואפשה,0,1
טואפשי,0,1
טוב,0,22
טובול,0,4
טוביאן,0,1
טוביאנה,0,2
טוביאנסקי,0,0
טוביה,7,0
טובים,0,9
טוד,0,0
טוהר,0,0
טוויג,0,6
טוויין,0,0
טוטיאן,0,1
טוטייב,0,0
טויב,0,1
טויזר,0,8
טויטו,0,1
טויל,0,4
טויסטר,0,3
טוכמאייר,0,0
טוכמכר,0,0
טוכמן,0,0
טולדו,0,0
טולדנו,0,8
טולידאנו,0,3
טולידנו,0,0
טוליוס,0,0
טולצ'ינסקי,0,1
טולקובסקי,0,0
טום,0,0
טומי,2,0
טומיסלב,0,0
טומס,4,0
טומשין,0,2
טונג,0,0
טוניאצי,0,0
טוניק,0,6
טופאלוב,0,0
טופול,0,1
טופז,0,0
טופף,0,0
טוקאן,0,3
טוקוב,0,1
טוקונג,0,0
טוקר,0,6
טור,0,0
טוראל,0,1
טורג'מן,0,1
טורי,0,1
טורים,0,0
טורם,0,0
טורס,0,3
טורסטן,0,0
טורעאני,0,1
טורץ,0,0
טורקל,0,1
טורקלטאוב,0,3
טושיקי,0,0
טזוקה,0,0
טחלוב,0,1
טטיאנה,2,0
טטרו,0,1
טטרואש,0,1
טטרואשווילי,0,0
טטרסקי,0,0
טי,0,0
טיבה,0,0
טיבי,0,5
טיגראן,0,0
טיומקין,0,0
טיחונוב,0,2
טיטו,0,0
טיטונוביץ,0,2
טיטיוס,0,0
טיטיקקה,0,0
טיטלבוים,0,0
טיטנסקי,0,0
טייטלבאום,0,0
טייטלמן,0,1
טייטלר,0,2
טייך,0,1
טייכמן,0,0
טיילור,0,0
טיין,0,3
טייני,0,0
טייסון,0,0
טיירה,0,0
טיירו,0,1
טיירי,0,1
טיכו,0,1
טילדה,0,0
טילינגר,0,1
טים,0,0
טימו,0,0
טימושנקו,0,0
טימות'י,0,0
טימותי,0,0
טימי,0,0
טימנס,0,1
טימסית,0,1
טינה,0,0
טיסונה,0,1
טיסייה,0,0
טיסמנצקי,0,1
טיקולסקר,0,1
טיקוצינסקי,0,1
טיקוצקי,0,4
טיקטין,0,2
טירן,0,0
טירר,0,1
טישלר,0,2
טישמן,0,2
טלאל,6,0
טלבי,0,0
טלוי,0,1
טלי,42,0
טליה,21,0
טלילה,0,0
טליע,1,0
טלמון,0,3
טלמור,0,5
טלעת,1,0
טלפלר,0,0
טלקר,0,0
טלר,0,2
טמבור,0,3
טמייב,0,1
טמייט,0,1
טמינו,0,0
טמסות,0,1
טמצין,0,1
טנא,0,9
טנגי,0,1
טנדלר,0,1
טנוס,0,10
טנזין,0,0
טנזינג,0,0
טני,0,0
טניאל,0,0
טניאמה,0,0
טניה,2,0
טנכילביץ,0,1
טננבאום,0,3
טננבוים,0,2
טננבלט,0,2
טננהאוז,0,1
טנסו,0,0
טנסי,0,0
טנצר,0,3
טסה,0,1
טסוס,0,0
טסלה,0,0
טסלר,0,8
טערנשא,0,1
טפירו,0,6
טפלו,0,1
טפליצקי,0,1
טפלר,0,2
טפר,0,3
טפרברג,0,1
טפרמן,0,1
טקאשי,0,0
טקסון,0,0
טקץ',0,1
טראוב,0,1
טראיאן,0,0
טרבאני,0,1
טרבולסי,0,1
טרבוניאנוס,0,0
טרביה,0,5
טרבלוס,0,2
טרבלסי,0,4
טרגש,0,1
טרודי,0,2
טרודלר,0,1
טרוזמן,0,3
טרויאנובסקי,0,1
טרומן,0,1
טרומפ,0,1
טרומפלדור,0,0
טרומפר,0,1
טרון,0,1
טרוס,0,0
טרופר,0,0
טרז,1,0
טרזה,0,0
טרטקובר,0,0
טריה,0,0
טרייבנד,0,1
טרייסטר,0,2
טרייסי,0,0
טריכטר,0,2
טריסטר,0,1
טריסטראם,0,0
טריפון,0,0
טריפטו,0,1
טרכטינגוט,0,1
טרנס,0,0
טרנר,0,0
טרסי,0,0
טרפון,0,0
טרשקובה,0,0
טשורני,0,1
טשרני,0,0
טשרניחובסקי,0,0
י,0,0
יאדגר,0,1
יאו,0,0
יאוס,0,0
יאור,0,1
יאטי,0,0
יאי,0,0
יאירה,0,0
יאמאטו,0,0
יאמן,1,0
יאמפולסקי,0,1
יאן,2,0
יאנג,0,0
יאנה,4,0
יאנוש,0,0
יאנינה,0,0
יאנקובסקי,0,1
יאסו,0,1
יאסואו,0,0
יאסון,0,0
יאסמין,1,0
יאסר,11,0
יאצק,0,0
יאקוב,0,0
יאקובסון,0,0
יאראק,0,4
יארומיר,0,0
יארוסלאב,0,0
יארמקוב,0,0
יאשייב,0,0
יבגני,4,0
יבין,0,0
יבלון,0,2
יבלונוביץ,0,2
יבלונסקי,0,0
יבניאל,0,0
יבניאלה,0,0
יבשם,0,0
יג'מור,0,1
יגודאב,0,1
יגודה,0,4
יגול,0,1
יגור,0,7
יגורי,0,0
יגן,0,1
יגר,0,2
ידגר,0,2
ידובסקי,0,0
ידיד,0,8
ידלין,0,0
יה,0,0
יהב,0,10
יהו,0,0
יהוא,0,0
יהואחז,0,0
יהואש,0,0
יהודאי,0,7
יהודית,35,0
יהוחנן,0,0
יהויכין,0,0
יהויקים,0,0
יהויריב,0,0
יהונדב,1,0
יהורם,8,0
יהושבע,0,0
יהושפט,0,0
יהלומי,0,6
יהלומית,0,0
יהלי,1,0
יו,1,0
יו.טי.אי,0,0
יואב,107,0
יואח,3,0
יואחז,0,0
יואי,0,0
יואכים,0,0
יואלה,2,0
יואן,0,0
יואש,0,0
יובב,1,0
יובנוביץ,0,0
יובנטוס,0,0
יוברט,0,0
יוג'ין,1,0
יוגא,0,0
יוגנד,0,1
יודילוביץ',0,0
יודל,0,0
יוהאן,0,0
יוהל,0,0
יוהן,0,0
יוהנה,1,0
יוהנס,0,0
יוהנסון,0,0
יוז,0,0
יוזוק,0,1
יוזף,0,0
יוחנה,0,1
יוטר,0,0
יוכבד,2,0
יוכי,0,0
יוכפז,0,1
יול,1,0
יולוס,0,1
יולי,0,0
יוליה,8,0
יוליוס,0,0
יוליש,0,5
יולן,2,0
יולנדה,1,0
יום,0,0
יונ,0,0
יון,0,0
יונאי,0,3
יונג,0,1
יונגר,0,6
יונדב,0,0
יוני,5,0
יונייטד,0,0
יונינה,3,0
יונית,3,0
יונסי,0,2
יונש,0,1
יונת,2,0
יונתני,0,1
יוס,0,0
יוסה,0,0
יוסוב,0,1
יוסוף,1,0
יוסטיניאנוס,0,0
יוסי,122,0
יוסיין,0,0
יוסיפ,0,0
יוסיף,0,0
יוסיפוף,0,1
יוסל,0,0
יוספה,3,0
יוספוס,0,0
יוספזון,0,3
יוספי,0,18
יוספסברג,0,0
יוספסון,0,1
יוסקוביץ,0,1
יועד,0,0
יועז,1,0
יועזר,0,0
יוקו,0,0
יוקיה,0,0
יוקיו,0,0
יורגוס,0,0
יורגן,0,0
יורובסקי,0,2
יורוקוב,0,0
יורי,9,0
יוריסט,0,2
יוריסטה,0,1
יורם,127,0
יורמן,0,1
יורמסון,0,0
יורק,0,1
יושפט,0,0
יושקה,0,0
יותם,5,0
יז'י,0,0
יזאבכי,0,1
יזבק,0,3
יזיד,9,0
יזרח,0,0
יזרסקי,0,2
יזרעאל,0,1
יזרעאלה,0,0
יזרעאלוב,0,1
יזרעאלי,0,0
יחדי,0,0
יחדיו,0,0
יחזקאלי,0,2
יחידי,0,0
יחיל,0,0
יחיעם,1,0
יטח,0,2
יטיב,0,3
יטינזון,0,1
יידוב,0,2
ייטב,0,0
יילשב,0,0
יימס,0,0
יין,0,0
ייני,0,1
ייספר,0,0
יכין,0,0
יל,0,1
ילון,0,1
יליזבטה,1,0
ילין,0,3
ילינק,0,8
ילנה,6,0
ילצין,0,0
ים,0,0
ימאיקה,0,0
ימימה,0,0
ימין,0,9
ימיני,0,6
ימית,5,0
ימר,0,1
ינאי,0,12
ינאית,0,0
ינבושד,0,0
ינובסקי,0,4
ינור,3,0
ינינה,1,0
ינס,0,0
ינסן,0,0
ינקו,0,6
ינקוביץ,0,3
ינקילביץ,0,1
יסכה,2,0
יסלוביץ',0,2
יסמין,9,0
יסעור,0,0
יע,0,0
יעבץ,0,3
יעיש,0,2
יעל,99,0
יעלה,0,0
יעלון,0,0
יענקל,1,0
יעק,0,0
יעקבי,0,5
יעקובוב,0,7
יעקובוביץ,0,31
יעקובוביץ',0,1
יעקובי,0,8
יעקובסון,0,1
יער,0,1
יערי,0,5
יערית,3,0
יפו,0,1
יפי,5,0
יפית,13,0
יפעת,35,0
יפעתי,0,0
יפת,0,14
יפתח,8,0
יצ,0,0
יצהל,0,0
יצהרי,0,1
יצח,0,1
יצחקו,0,1
יצחקוב,0,6
יצחקי,0,23
יצחקיאן,0,4
יצחקניא,0,0
יקבה,1,0
יקואל,0,0
יקוטי,0,0
יקולב,0,1
יקותיאלי,0,2
יקטרינה,5,0
יקי,0,0
יקירביץ,0,2
יקירה,0,0
יקירי,0,0
יקנה,0,3
יקר,0,1
יקתרינה,0,0
יראון,2,0
יראקצי,0,3
ירבלום,0,1
ירג,0,0
ירדנה,4,0
ירדני,0,4
ירוחם,0,3
ירום,0,0
ירונה,0,0
ירופייב,0,0
ירושלמי,0,6
ירחו,0,1
ירחמאל,0,0
ירחמיאל,1,0
ירימי,0,1
ירמי,1,0
ירמיה,0,0
ירמיהו,0,3
ירקו,0,0
ירקוני,0,5
ישגב,2,0
ישו,0,0
ישועה,0,2
ישורון,0,2
ישינסקי,0,1
ישכר,2,0
ישמעאל,0,0
ישע,2,0
ישר,0,4
ישראלה,7,0
ישראלוב,0,0
ישראלי,0,20
ישרים,0,1
יתום,0,0
יתיר,0,1
יתרו,0,0
"כ""ץ",0,6
כאהן,0,4
כאיד,2,0
כאלד,1,0
כאמל,2,0
כאמלה,0,0
כאסתרו,1,0
כבאז,0,0
כבהא,0,5
כבהה,0,3
כבוב,0,0
כבודוב,0,2
כביר,0,3
כבירי,0,13
כבישי,0,1
כגן,0,4
כדיר,0,0
כדר,0,1
כדריה,0,1
כה,0,2
כהן,0,397
כהנא,0,15
כהנוב,0,4
כהנמן,0,0
כובשי,0,0
כוהילה,1,0
כוחי,0,1
כוחן,0,4
כוכב,0,2
כוכבא,0,1
כוכבה,1,0
כוכבית,45,0
כורדי,0,1
כורש,0,2
כותאב,0,1
כזום,0,0
כחילי,0,0
כחלון,0,10
כיאלי,0,0
כיואן,0,1
כיוף,0,1
כיטוב,0,0
כייאל,1,0
כינורי,0,1
כינעאן,0,1
כיסרא,0,1
כיפאח,3,0
כל,0,0
כלוביס,0,0
כלורוס,0,0
כליף,0,1
כליפה,0,0
כלנועם,0,2
כלנית,1,0
כלפה,0,0
כלפון,0,5
כנאן,1,0
כנאען,1,0
כנאענה,0,0
כנען,0,3
כנעני,0,3
כנפי,0,2
כנרת,10,0
כסאב,1,0
כסיף,0,1
כסלו,0,0
כספי,0,24
כספרי,0,2
כסרא,1,0
כעביה,0,3
כעבייה,0,1
כפאח,0,0
כפכפי,0,0
כפרי,0,12
כץ,0,51
כצמן,0,7
כצנלסון,0,6
כראג'ה,0,0
כרוב,0,4
כרובי,0,3
כריס,0,0
כריסטה,0,0
כריסטופר,0,0
כריסטי,0,0
כריסטיאן,0,0
כריסטיאנו,0,0
כריסטין,0,0
כריסטינה,0,0
כרכבי,0,2
כרמון,0,13
כרמונה,0,2
כרמית,29,0
כרמלה,2,0
כרמלו,0,0
כרמלי,0,10
כרמלין,1,0
כרמן,0,0
כשדי,0,4
כשכאש,0,0
כתילי,0,0
כתריאל,2,0
כתריאלה,0,0
ל,0,1
לאבל,0,1
לאדו,0,0
לאואר,0,1
לאוטנברג,0,0
לאולג,0,0
לאון,4,0
לאונה,0,1
לאוניד,5,0
לאונרד,0,0
לאונרדו,0,0
לאופיר,0,0
לאופמן,0,2
לאופר,0,4
לאורה,2,0
לאזלו,0,0
לאטי,0,1
לאלה,0,1
לאלו,0,5
לאליאן,0,2
לאמה,0,0
לאמעי,0,1
לאמר,0,0
לאנג,0,0
לאנס,0,0
לאפי,0,2
לאקאן,0,0
לארי,2,0
לארס,0,0
לבאון,0,0
לבאן,0,0
לבדה,0,2
לבהר,0,0
לבוב,0,0
לבוט,0,0
לבון,0,1
לבונטין,0,0
לביאב,0,2
לביאן,0,1
לביטוב,0,0
לביטוח,0,2
לביטמן,0,1
לבייב,0,1
לבנאוי,0,1
לבנגרוב,0,0
לבנדה,0,0
לבנון,0,1
לבנוני,0,0
לבנטל,0,1
לבני,0,1
לבסקי,0,0
לבקוביץ,0,1
לברון,0,1
לברן,0,2
לברנטי,0,0
לגזיאל,0,3
לגטאי,0,0
לגטווי,0,1
לגסה,0,1
לגרלף,0,0
לגרקוויסט,0,0
לדרמן,0,6
לדרעי,0,0
לדרר,0,14
להבי,0,4
להואני,0,1
להלפרט,0,0
להמן,0,2
לו,0,1
לואיג'י,0,0
לואיז,3,0
לואיש,0,0
לואן,0,1
לובאני,0,1
לובה,1,0
לובוב,2,0
לובודה,0,1
לובוצקי,0,0
לובושיץ,0,2
לוביץ,0,0
לובנא,3,0
לובנה,1,0
לובצקי,0,3
לוברט,0,1
לוגבינסקי,0,1
לוגיסט,0,1
לוגיסטיים,0,3
לוגיסטיקה,0,1
לוגס,0,1
לוגסי,0,3
לודוביקו,0,0
לודוויג,0,0
לודמילה,4,0
לודמר,0,0
לוהאם,1,0
לווייתן,0,0
לווינסקי,0,0
לווינשטיין,0,0
לוונטהל,0,2
לוזון,0,12
לוטוף,2,0
לוטטי,0,1
לוטם,2,0
לוטפי,8,0
לויאן,0,5
לויה,0,0
לויט,0,11
לויים,0,1
לוין,0,40
לוינבוק,0,3
לוינגר,0,1
לוינזון,0,6
לוינטוב,0,0
לוינטל,0,4
לוינס,0,0
לוינסון,0,9
לוינסקי,0,0
לוינץ,0,0
לוינשטיין,0,1
לויצקי,0,1
לויתן,0,4
לוכטנשטיין,0,0
לולו,0,3
לומא,1,0
לומברוזו,0,3
לומומבה,0,0
לומייר,0,0
לונג,0,0
לונגו,0,4
לונדון,0,1
לונדנר,0,2
לונטר,0,1
לוסטיגמן,0,3
לוסי,0,0
לוסקי,0,5
לופא,0,0
לופה,0,0
לופו,0,3
לופז,0,0
לוץ,0,0
לוק,0,1
לוקאס,0,0
לוקה,0,0
לוקיץ',0,0
לוקרסיה,0,0
לוקשינסקי,0,1
לורבר,0,0
לורברבוים,0,1
לורה,2,0
לוריא,0,5
לוריג,0,3
לוריה,0,3
לורינה,0,0
לורית,3,0
לורך,0,2
לורל,0,0
לורן,4,0
לורנס,1,0
לורנצו,0,0
לושונצקי,0,4
לושי,0,0
לותר,0,0
לז,0,0
לזבניק,0,0
לזגישבילי,0,0
לזלי,0,0
לזר,0,9
לזרוב,0,2
לזרוביץ,0,1
לזרוס,0,0
לחאם,0,1
לחובר,0,0
לחיאני,0,7
לחכים,0,1
לחמני,0,1
לחן,0,3
